      Gx      Gy      Gz     Rot. sign
   13178  -29322    6337           1
   15377  -27785    8071           1
   17358  -26004    9805           1
   19085  -24005   11538           1
   20526  -21821   13272           1
   21650  -19487   15006           1
   22428  -17041   16740           1
   22833  -14527   18473           1
   22836  -11991   20207           1
   22411   -9486   21941           1
   21522   -7068   23674           1
   20125   -4801   25408           1
   18147   -2762   27142           1
   15451   -1051   28875           1
   11691     176   30609           1
    5226     515   32343           1
   -5821   -6076   31667          -1
   -9987   -8824   29934          -1
  -13377   -9972   28200          -1
  -16393  -10220   26466          -1
  -19119   -9817   24733          -1
  -21575   -8900   22999          -1
  -23754   -7560   21265          -1
  -25645   -5870   19531          -1
  -27235   -3891   17798          -1
  -28509   -1678   16064          -1
  -29458     716   14330          -1
  -30074    3242   12597          -1
  -30354    5854   10863          -1
  -30298    8504    9129          -1
  -29911   11147    7396          -1
  -29201   13742    5662          -1
  -28182   16247    3928          -1
  -26870   18623    2194          -1
  -25285   20834     461          -1
  -23453   22847   -1272          -1
  -21401   24629   -3006          -1
  -19160   26154   -4739          -1
  -16766   27398   -6473          -1
  -14254   28339   -8207          -1
  -11666   28961   -9940          -1
   -9042   29250  -11674          -1
   -6428   29198  -13408          -1
   -3870   28799  -15142          -1
   -1417   28051  -16875          -1
     879   26955  -18609          -1
    2966   25515  -20343          -1
    4782   23736  -22076          -1
    6263   21621  -23810          -1
    7326   19169  -25544          -1
    7866   16361  -27278          -1
    7716   13131  -29011          -1
    6531    9258  -30745          -1
    2783    3321  -32479          -1
    1149  -10332  -31074          -1
    2810  -14314  -29340           1
    4827  -16977  -27606           1
    7085  -18816  -25873           1
    9502  -20016  -24139           1
   12011  -20673  -22405           1
   14552  -20846  -20671           1
   17073  -20579  -18938           1
   19526  -19909  -17204           1
   21867  -18872  -15470           1
   24056  -17499  -13737           1
   26059  -15826  -12003           1
   27844  -13888  -10269           1
   29383  -11721   -8536           1
   30654   -9363   -6802           1
   31638   -6854   -5068           1
   32320   -4233   -3334           1
   32691   -1541   -1601           1
   32745    1178     132           1
   32482    3886    1866           1
   31905    6540    3599           1
   31022    9099    5333           1
   29848   11523    7067           1
   28399   13772    8800           1
   26697   15809   10534           1
   24767   17598   12268           1
   22641   19104   14002           1
   20351   20294   15735           1
   17937   21136   17469           1
   15439   21599   19203           1
   12904   21651   20936           1
   10383   21257   22670           1
    7932   20375   24404           1
    5615   18945   26138           1
    3507   16868   27871           1
    1707   13938   29605           1
     371    9560   31339           1
     852    -879   32744          -1
    6707   -8187   31010          -1
    8348  -12118   29276          -1
    8821  -15402   27542          -1
    8544  -18290   25809          -1
    7703  -20849   24075          -1
    6412  -23095   22341          -1
    4753  -25027   20608          -1
    2796  -26638   18874          -1
     599  -27919   17140          -1
   -1781  -28863   15407          -1
   -4294  -29466   13673          -1
   -6892  -29725   11939          -1
   -9527  -29643   10205          -1
  -12153  -29226    8472          -1
  -14727  -28484    6738          -1
  -17209  -27431    5004          -1
  -19559  -26084    3271          -1
  -21742  -24466    1537          -1
  -23723  -22601    -196          -1
  -25474  -20518   -1929          -1
  -26966  -18249   -3663          -1
  -28177  -15829   -5397          -1
  -29087  -13295   -7131          -1
  -29679  -10686   -8864          -1
  -29943   -8045  -10598          -1
  -29870   -5416  -12332          -1
  -29457   -2845  -14065          -1
  -28703    -378  -15799          -1
  -27613    1934  -17533          -1
  -26194    4040  -19267          -1
  -24454    5884  -21000          -1
  -22404    7406  -22734          -1
  -20053    8534  -24468          -1
  -17402    9181  -26201          -1
  -14430    9221  -27935          -1
  -11056    8435  -29669          -1
   -6941    6272  -31402          -1
    6679    -175  -32078          -1
   12344     702  -30344           1
   15815    2227  -28611           1
   18278    4146  -26877           1
   20034    6333  -25143           1
   21211    8701  -23409           1
   21881   11181  -21676           1
   22089   13711  -19942           1
   21872   16238  -18208           1
   21261   18713  -16475           1
   20286   21091  -14741           1
   18977   23331  -13007           1
   17365   25397  -11273           1
   15483   27256   -9540           1
   13367   28879   -7806           1
   11053   30242   -6072           1
    8578   31325   -4339           1
    5981   32110   -2605           1
    3304   32588    -871           1
     588   32750     861           1
   -2126   32594    2595           1
   -4798   32123    4329           1
   -7384   31343    6063           1
   -9844   30264    7796           1
  -12139   28904    9530           1
  -14228   27282   11264           1
  -16074   25423   12997           1
  -17641   23354   14731           1
  -18893   21109   16465           1
  -19794   18725   18198           1
  -20311   16242   19932           1
  -20406   13705   21666           1
  -20037   11163   23400           1
  -19151    8672   25133           1
  -17669    6292   26867           1
  -15455    4094   28601           1
  -12197    2167   30334           1
   -6700     623   32068           1
    6565    4811   31739          -1
   11227    6873   30006          -1
   14795    7445   28272          -1
   17825    7183   26538          -1
   20453    6326   24805          -1
   22722    5006   23071          -1
   24645    3316   21337          -1
   26222    1329   19603          -1
   27450    -891   17870          -1
   28327   -3288   16136          -1
   28852   -5809   14402          -1
   29026   -8403   12669          -1
   28854  -11022   10935          -1
   28344  -13622    9201          -1
   27509  -16159    7468          -1
   26364  -18593    5734          -1
